Recency,Frequency,Monetary,Cluster
30,10,2047.17,0
15,4,2356.25,1
119,1,163.05,0
399,2,299.3,0
9,8,2664.06,1
399,8,1738.26,0
256,6,1596.91,0
16,10,3173.03,1
34,3,186.15,0
45,5,2536.7400000000002,1
487,1,151.3,0
42,11,4426.775,1
113,6,2151.75,0
164,4,1038.62,0
10,2,356.58,0
9,9,4426.775,1
205,12,4426.775,1
399,1,285.29,0
602,1,314.74,0
85,11,2102.86,0
178,5,1904.8600000000001,0
385,3,1609.09,0
59,5,120.64999999999999,0
148,1,295.67,0
2,16,4426.775,1
50,3,338.52,0
74,1,348.2,0
394,1,194.95,0
300,3,419.92,0
18,2,359.77,0
432,1,228.88,0
150,2,484.72,0
538,2,209.4,0
404,2,470.39,0
151,1,146.81,0
493,3,280.81,0
0,12,4426.775,1
17,4,826.0300000000001,0
186,1,49.0,0
457,1,250.95000000000002,0
285,4,582.78,0
2,7,193.99,0
182,3,409.04,0
437,1,183.87,0
634,1,290.4,0
62,2,365.25,0
58,1,134.10000000000002,0
395,1,212.32999999999998,0
24,5,2635.79,1
373,9,1833.14,0
3,16,4426.775,1
30,16,2184.25,0
421,3,1300.72,0
38,1,151.29999999999998,0
596,2,398.74,0
154,2,705.1,0
25,13,2402.45,1
446,1,161.0,0
445,1,135.18,0
317,2,394.26,0
4,9,2209.39,1
7,7,1707.73,0
302,2,576.22,0
266,5,2941.9,1
270,1,287.34,0
3,16,4426.775,1
31,3,480.33,0
218,9,1718.79,0
246,2,484.53,0
407,3,693.46,0
464,1,143.95,0
280,16,4426.775,1
268,1,138.28,0
31,8,1595.34,0
245,2,282.6,0
14,11,2682.5,1
116,4,723.15,0
35,2,733.34,0
131,10,4426.775,1
216,6,1118.93,0
636,1,213.01,0
49,8,1734.58,0
38,2,711.0,0
28,8,890.45,0
36,16,2774.7200000000003,1
435,3,639.58,0
135,2,712.6,0
218,2,571.59,0
27,1,491.86,0
410,2,463.17,0
508,4,665.79,0
24,13,4426.775,1
4,7,2612.51,1
199,1,314.5,0
395,1,425.33,0
17,2,269.25,0
240,5,1482.33,0
71,3,615.63,0
16,12,2837.17,1
2,7,982.8599999999999,0
94,2,1086.45,0
161,2,714.34,0
413,1,171.44,0
373,2,200.4,0
95,9,1677.0,0
53,11,2168.35,0
287,1,172.65,0
123,7,1366.8700000000001,0
287,4,1988.46,0
151,3,388.65,0
3,9,2012.3700000000001,0
1,16,4426.775,1
674,1,132.55,0
11,15,4426.775,1
32,2,573.4200000000001,0
53,5,1214.69,0
49,6,1911.52,0
218,5,995.79,0
62,3,2620.56,1
70,6,2875.36,1
652,1,292.361,0
494,1,190.35,0
1,16,4426.775,1
726,2,855.6700000000001,0
1,16,4426.775,1
421,4,511.92,0
63,9,4426.775,1
33,8,2857.42,1
396,2,301.54,0
81,1,336.65000000000003,0
590,1,999.3100000000001,0
427,2,15.0,0
0,16,4426.775,1
102,4,961.92,0
515,1,147.63,0
6,3,652.52,0
250,3,758.38,0
12,13,1649.92,0
487,4,150.93,0
9,14,1567.4,0
428,4,495.19,0
366,6,3045.44,1
75,6,1144.07,0
504,1,3.75,0
387,1,239.45999999999998,0
3,1,310.28,0
127,2,370.16999999999996,0
65,3,353.75,0
646,1,96.0,0
546,1,123.13,0
387,4,481.32,0
498,1,286.25,0
436,3,1114.2,0
0,16,4426.775,1
116,9,2513.86,1
309,3,1429.9,0
66,1,307.1,0
138,16,4426.775,1
254,3,1278.97,0
30,9,3110.7400000000002,1
51,2,208.17,0
63,1,240.63000000000002,0
366,3,484.55,0
5,5,1563.71,0
304,3,404.65000000000003,0
28,3,789.16,0
183,3,510.0,0
41,3,504.6,0
39,8,2477.81,1
91,3,2114.92,0
21,8,4426.775,1
23,2,490.47,0
28,2,351.48,0
429,1,61.28,0
301,6,2224.53,1
417,3,647.7,0
144,6,1332.33,0
5,2,542.58,0
18,7,3112.4500000000003,1
32,12,2979.62,1
621,2,241.73,0
175,1,162.3,0
57,3,359.9,0
21,1,183.84,0
420,1,90.0,0
581,1,132.70000000000002,0
15,16,4426.775,1
18,2,528.0,0
158,2,650.26,0
576,2,246.78,0
24,7,1048.67,0
398,2,565.37,0
211,2,259.99,0
5,10,1902.44,0
485,1,139.95000000000002,0
415,1,639.8000000000001,0
252,1,22.95,0
58,16,4426.775,1
380,1,304.15,0
10,1,360.12,0
64,1,271.53,0
24,4,1279.99,0
719,1,281.92,0
91,8,114.21000000000001,0
51,5,3296.33,1
128,1,1568.98,0
95,8,3436.48,1
610,1,187.35000000000002,0
56,1,936.13,0
8,16,4426.775,1
500,4,1253.98,0
168,11,763.78,0
392,6,962.34,0
56,1,212.67,0
325,2,403.91,0
0,5,1202.06,0
428,2,261.11,0
17,9,2538.54,1
247,4,1173.3500000000001,0
386,1,93.15,0
57,4,475.31,0
73,1,145.67000000000002,0
30,3,967.24,0
6,2,539.73,0
122,10,4426.775,1
1,15,4426.775,1
22,16,4426.775,1
526,3,892.37,0
119,8,941.37,0
357,7,1781.25,0
53,14,4378.72,1
63,1,113.80000000000001,0
85,3,364.23,0
54,4,2282.88,1
645,1,390.6,0
20,16,4297.58,1
3,16,4426.775,1
2,5,1051.41,0
10,15,4426.775,1
6,10,1831.88,0
188,2,480.2,0
70,1,233.56,0
203,1,338.95,0
119,7,2041.75,0
92,6,1991.23,0
0,14,2907.6800000000003,1
377,3,830.8100000000001,0
26,6,563.28,0
297,1,640.0,0
23,3,500.42,0
27,6,3658.4900000000002,1
625,1,336.05,0
49,3,1143.09,0
325,2,678.87,0
15,2,367.52,0
182,6,1502.44,0
71,15,4426.775,1
631,5,717.6,0
399,1,165.45000000000002,0
36,2,332.64,0
732,1,305.4,0
408,1,11.34,0
691,1,136.8,0
79,4,2164.18,0
422,2,257.39,0
56,16,3503.6,1
423,1,124.95,0
506,1,28.52,0
11,2,617.46,0
393,1,70.80000000000001,0
463,4,1103.51,0
49,2,267.14,0
49,2,761.27,0
58,4,1252.54,0
431,4,1474.67,0
401,4,681.5500000000001,0
351,3,782.74,0
53,1,347.63,0
1,6,1728.7,0
92,4,561.01,0
22,1,187.60000000000002,0
74,2,689.72,0
10,4,426.47,0
168,11,2491.14,1
57,2,337.34,0
95,11,4426.775,1
294,1,285.8,0
108,2,606.99,0
263,1,901.15,0
596,3,4426.775,1
179,3,918.05,0
168,2,853.02,0
34,1,71.66,0
22,7,1472.71,0
16,4,802.58,0
21,15,4426.775,1
534,1,8.64,0
577,1,234.04,0
652,1,198.54,0
394,2,820.75,0
78,6,1098.67,0
64,1,90.6,0
360,4,532.26,0
2,6,2278.6,1
10,4,649.01,0
175,3,612.84,0
217,14,4426.775,1
6,12,670.6800000000001,0
1,2,382.82,0
153,3,491.05,0
4,5,945.51,0
417,3,444.65,0
379,8,4106.46,1
78,6,1043.06,0
20,2,230.22,0
391,1,481.2,0
21,3,320.6,0
307,16,2762.53,1
386,2,434.9,0
476,3,766.32,0
434,1,281.24,0
145,2,150.15,0
422,1,112.32,0
6,16,4426.775,1
385,2,437.65000000000003,0
18,14,4426.775,1
70,2,189.35,0
286,1,254.25,0
48,2,671.92,0
30,12,4426.775,1
206,4,1145.3700000000001,0
410,1,478.77,0
14,2,167.36,0
72,7,3347.7200000000003,1
59,5,741.89,0
415,1,313.48,0
38,9,4089.34,1
29,16,4426.775,1
26,12,1497.89,0
3,16,4426.775,1
16,1,220.08,0
379,2,681.64,0
19,8,4426.775,1
65,5,1439.09,0
212,1,303.11,0
11,6,798.64,0
29,3,218.6,0
42,16,4426.775,1
3,6,2246.39,1
14,14,3849.0,1
385,2,771.09,0
518,3,332.51,0
446,3,504.2,0
9,16,4426.775,1
210,5,1550.3000000000002,0
45,9,3628.54,1
133,2,482.0,0
732,1,202.1,0
42,11,4426.775,1
9,5,2065.26,0
115,7,1327.07,0
512,1,72.58,0
431,1,509.04,0
197,3,1047.59,0
564,2,438.84999999999997,0
479,2,423.17,0
277,1,328.8,0
109,5,1038.94,0
76,3,1580.7,0
52,1,830.64,0
161,11,4426.775,1
570,1,222.70000000000002,0
644,1,353.29,0
46,3,1181.93,0
16,4,1198.2,0
154,7,1590.83,0
224,2,778.0,0
6,2,573.32,0
121,3,615.99,0
464,8,3439.08,1
470,2,713.11,0
60,1,104.82,0
549,3,352.34999999999997,0
62,2,409.41,0
17,16,4426.775,1
6,16,4426.775,1
1,16,4423.73,1
554,1,5.13,0
21,3,527.67,0
28,9,2571.59,1
284,1,601.25,0
175,6,808.91,0
77,5,3002.13,1
32,2,187.32999999999998,0
40,16,4426.775,1
265,1,141.41,0
724,1,413.28,0
490,2,288.85,0
26,10,2884.87,1
108,16,3159.5699999999997,1
283,1,97.66,0
8,14,4003.64,1
304,3,708.05,0
16,13,4426.775,1
31,2,746.36,0
0,16,4426.775,1
19,2,450.71000000000004,0
123,4,229.61,0
64,1,92.46,0
105,3,977.33,0
0,16,4426.775,1
23,16,4426.775,1
462,2,456.69,0
266,1,155.54999999999998,0
4,16,4426.775,1
506,3,671.6,0
9,16,4426.775,1
437,9,2994.35,1
28,15,2624.54,1
388,3,844.94,0
266,1,136.8,0
63,2,342.24,0
319,4,1469.57,0
514,2,213.11,0
684,1,281.65,0
3,8,1316.44,0
666,1,357.15,0
31,1,151.04,0
622,1,145.55,0
4,6,1532.12,0
128,1,113.02,0
40,6,568.2,0
101,9,1647.4399999999998,0
124,2,233.14,0
32,5,754.39,0
301,10,4426.775,1
364,2,397.61,0
3,11,1349.47,0
511,1,101.49000000000001,0
1,16,4426.775,1
462,1,7.5,0
2,3,800.4399999999999,0
9,16,4426.775,1
56,1,145.85,0
324,1,28.62,0
653,2,1102.68,0
7,16,4426.775,1
11,1,437.36,0
439,1,306.57,0
722,1,2.95,0
3,16,4426.775,1
480,2,397.46,0
36,1,147.35,0
15,16,4426.775,1
137,1,192.2,0
73,13,3540.94,1
4,5,1144.1299999999999,0
664,1,0.0,0
154,5,622.38,0
238,5,4426.775,1
736,1,180.0,0
51,11,4426.775,1
30,4,994.41,0
72,1,144.2,0
3,16,4426.775,1
13,4,363.75,0
22,13,4426.775,1
3,16,4362.03,1
273,7,1213.5,0
501,2,492.47,0
19,5,1319.7,0
143,1,90.0,0
428,1,412.35,0
375,2,149.8,0
3,4,2650.13,1
405,3,303.47,0
732,1,430.93,0
83,1,48.33,0
10,3,2636.53,1
7,4,783.85,0
122,6,1834.38,0
60,3,919.21,0
1,9,2544.45,1
318,4,1701.38,0
648,1,187.87,0
1,11,3240.97,1
129,4,764.9399999999999,0
382,15,4426.775,1
1,16,4426.775,1
400,5,1511.3700000000001,0
695,1,223.2,0
1,2,982.3800000000001,0
45,4,1002.28,0
3,2,925.81,0
2,4,909.88,0
372,2,968.23,0
133,1,109.8,0
485,1,30.599999999999998,0
46,7,2891.1,1
8,12,4426.775,1
77,9,1421.52,0
233,2,361.29,0
220,1,436.12,0
35,2,636.04,0
672,2,667.5,0
74,7,1929.66,0
482,1,233.4,0
238,8,4426.775,1
265,1,118.75,0
9,16,4426.775,1
19,5,989.51,0
39,1,467.64,0
19,16,4426.775,1
609,7,4419.28,1
215,7,3172.88,1
173,2,258.56,0
86,5,1990.3700000000001,0
70,2,885.24,0
275,1,114.29,0
504,2,249.5,0
38,8,1266.64,0
420,2,360.65,0
430,2,564.83,0
374,3,561.48,0
97,2,470.77,0
604,3,340.07,0
10,6,506.0,0
32,1,132.01,0
59,8,4426.775,1
296,5,896.4100000000001,0
85,13,1960.83,0
8,7,1585.3,0
40,2,694.38,0
10,16,4426.775,1
410,2,305.3,0
443,4,644.97,0
410,2,278.69,0
66,1,410.59,0
330,1,35.25,0
426,5,1505.0,0
473,1,117.35,0
30,6,2026.0900000000001,0
1,16,4426.775,1
665,1,15.0,0
1,15,4426.775,1
387,1,293.74,0
67,3,1180.83,0
4,16,4426.775,1
201,6,709.8,0
106,1,226.42,0
410,1,363.2,0
17,9,1427.63,0
217,4,906.0,0
616,1,370.3,0
59,10,1103.02,0
380,3,612.61,0
396,1,289.6,0
1,4,996.23,0
16,9,2200.31,1
238,3,1123.23,0
687,1,157.8,0
94,2,522.88,0
10,15,4426.775,1
105,16,4426.775,1
52,16,4153.01,1
89,2,785.08,0
404,1,656.1,0
30,5,973.27,0
11,9,3191.08,1
2,5,1977.93,0
1,16,3031.19,1
42,1,169.48000000000002,0
3,3,591.78,0
246,4,1324.55,0
41,16,4426.775,1
176,1,641.24,0
91,3,944.19,0
109,9,1560.01,0
434,4,1847.2,0
28,6,2422.47,1
25,15,4426.775,1
437,3,706.8000000000001,0
51,7,2130.17,0
435,3,860.8000000000001,0
183,4,1155.67,0
42,5,1877.95,0
48,7,2415.9,1
21,4,754.45,0
74,9,3824.12,1
80,5,1629.5,0
372,2,544.66,0
325,3,380.88,0
42,16,4170.02,1
29,3,1210.84,0
183,2,281.20000000000005,0
234,2,264.25,0
8,16,4426.775,1
660,1,256.8,0
219,2,1659.2,0
110,3,1423.23,0
277,5,714.5,0
317,3,952.97,0
410,12,4426.775,1
6,3,1890.96,0
1,5,2400.81,1
380,1,145.99,0
492,2,351.45000000000005,0
432,1,598.33,0
545,1,7.5,0
259,5,2343.2400000000002,1
63,9,4426.775,1
8,16,4426.775,1
141,1,119.1,0
470,3,793.87,0
50,2,1032.55,0
7,8,2534.09,1
422,1,322.93,0
154,6,1409.06,0
108,4,1248.47,0
427,1,40.56,0
162,3,1330.44,0
470,1,353.95,0
438,1,270.33,0
331,1,461.65000000000003,0
225,2,214.23000000000002,0
73,4,858.09,0
50,4,559.97,0
685,1,256.6,0
395,6,919.73,0
98,7,2076.13,0
14,9,4426.775,1
409,1,184.83,0
520,2,191.86,0
196,1,122.63999999999999,0
407,1,208.65,0
2,16,4426.775,1
462,4,603.34,0
30,3,1240.95,0
20,8,2671.27,1
23,7,4426.775,1
7,3,162.59,0
212,1,375.15,0
8,6,868.0600000000001,0
10,8,4322.81,1
1,16,4426.775,1
7,16,4426.775,1
2,9,2970.83,1
406,1,373.34,0
39,5,2155.4300000000003,0
420,2,439.55,0
17,4,1231.97,0
7,16,4426.775,1
7,16,4426.775,1
18,1,43.2,0
116,4,1425.25,0
430,3,668.6500000000001,0
406,2,277.94,0
222,3,1682.64,0
70,3,1848.66,0
50,6,1757.57,0
88,10,4426.775,1
548,2,15.0,0
7,11,3333.11,1
432,1,492.1,0
242,2,483.19,0
46,11,2796.08,1
106,2,215.70000000000002,0
44,8,3034.77,1
421,5,453.12,0
64,1,488.08,0
459,1,151.93,0
423,1,485.19,0
206,5,1258.2,0
10,7,2074.27,0
428,4,438.55,0
114,2,577.66,0
409,2,687.78,0
569,1,229.13,0
241,3,887.2900000000001,0
162,6,1868.96,0
437,1,7.5,0
16,15,4426.775,1
623,1,200.63,0
123,2,455.76,0
22,5,1852.6100000000001,0
67,1,353.2,0
16,12,4135.09,1
15,2,456.44,0
16,4,1468.25,0
160,3,850.25,0
242,2,560.11,0
218,1,134.7,0
44,16,4324.46,1
20,6,726.96,0
420,4,1081.21,0
126,16,3033.84,1
38,1,108.97999999999999,0
120,5,2111.86,0
736,1,81.7,0
259,1,402.87,0
9,1,132.5,0
273,3,901.36,0
164,1,51.0,0
156,4,1004.3100000000001,0
214,3,371.59999999999997,0
5,2,136.71,0
365,3,1011.75,0
79,2,600.9300000000001,0
42,1,223.32,0
388,2,400.06,0
18,3,881.58,0
31,4,2002.83,0
578,1,196.12,0
21,1,155.95,0
401,2,222.22000000000003,0
108,8,2120.56,0
394,2,624.88,0
524,1,120.0,0
7,16,4426.775,1
319,1,135.2,0
641,2,463.33,0
450,6,875.1800000000001,0
294,1,100.5,0
442,2,739.48,0
357,1,47.7,0
540,1,89.4,0
184,3,1023.78,0
682,1,215.46,0
190,2,436.5,0
621,1,126.0,0
43,4,1154.86,0
681,1,7.5,0
51,2,631.34,0
25,2,1137.48,0
37,3,1110.91,0
500,1,58.5,0
8,3,202.11,0
296,1,138.6,0
32,3,1696.21,0
9,16,4426.775,1
64,5,1666.8,0
9,13,4426.775,1
576,1,135.6,0
431,1,251.7,0
217,1,67.95,0
564,1,91.8,0
1,16,4426.775,1
64,7,2070.78,0
2,16,2107.64,0
400,2,687.44,0
393,8,2004.06,0
148,3,1288.5,0
3,16,4426.775,1
651,1,139.35,0
129,6,1165.23,0
33,13,2605.82,1
386,1,105.3,0
118,1,144.20000000000002,0
106,6,1633.97,0
10,11,3237.64,1
70,9,2687.57,1
91,11,2575.65,1
310,1,896.1,0
42,3,1296.82,0
361,4,421.72,0
91,8,2026.72,0
0,16,4426.775,1
21,2,286.15999999999997,0
387,1,539.6700000000001,0
3,3,1799.94,0
10,7,1257.56,0
98,4,1529.48,0
56,6,2366.71,1
0,16,4426.775,1
217,3,448.78999999999996,0
17,1,181.17,0
434,3,649.21,0
23,16,4426.775,1
49,4,938.4200000000001,0
6,5,1060.93,0
403,1,512.28,0
511,3,1166.9,0
302,4,2183.93,0
9,6,2175.36,0
465,1,282.25,0
21,6,1194.3,0
501,1,45.09,0
98,2,142.68,0
365,5,929.9300000000001,0
305,1,131.9,0
319,5,4426.775,1
7,13,4426.775,1
0,11,4149.4400000000005,1
204,7,4008.87,1
53,5,2349.23,1
455,1,122.96,0
455,1,221.65,0
0,5,1212.79,0
18,6,1703.93,0
8,2,268.95000000000005,0
18,8,2447.75,1
180,7,1128.44,0
59,12,3218.77,1
10,4,644.84,0
189,1,117.48,0
375,5,915.15,0
431,4,581.56,0
4,9,2975.19,1
310,1,102.39,0
380,1,223.53,0
154,2,4426.775,1
109,9,769.5,0
147,13,4426.775,1
65,12,2126.98,0
97,4,591.87,0
567,2,84.75,0
246,11,3289.21,1
28,13,4085.05,1
17,12,2190.81,0
733,1,153.04,0
415,4,1919.1200000000001,0
11,3,632.84,0
590,2,397.8,0
103,9,2067.98,0
73,2,213.9,0
45,2,1200.03,0
71,4,1098.84,0
256,1,213.25,0
19,7,659.92,0
381,4,1079.95,0
253,4,1276.11,0
10,4,1288.49,0
164,5,2099.21,0
17,12,2851.88,1
281,2,257.1,0
49,4,1034.8,0
38,1,162.3,0
511,2,175.5,0
26,7,1343.21,0
67,1,838.81,0
206,4,1541.96,0
405,2,1263.47,0
174,2,442.98,0
429,7,1838.26,0
6,10,4426.775,1
25,3,390.03,0
50,3,168.8,0
311,7,2310.96,1
308,2,666.8100000000001,0
42,10,3378.95,1
25,7,2128.62,0
87,3,289.35,0
183,2,251.21,0
19,11,2346.82,1
2,6,3315.48,1
46,4,642.21,0
16,16,4426.775,1
16,7,3169.9700000000003,1
23,11,3044.38,1
21,5,829.74,0
533,1,108.5,0
375,3,934.56,0
10,5,1263.86,0
187,7,1106.62,0
100,6,586.52,0
60,9,4425.03,1
17,12,3467.47,1
515,1,162.92,0
32,2,312.55,0
63,1,137.7,0
683,2,206.09,0
1,2,140.91,0
490,1,191.68,0
23,8,1343.33,0
107,1,193.79000000000002,0
31,13,2699.4700000000003,1
19,16,4426.775,1
388,1,261.5,0
2,16,4426.775,1
36,1,339.75,0
59,3,606.89,0
25,16,4426.775,1
479,1,370.89,0
235,11,3711.9,1
24,11,2007.25,0
2,16,4426.775,1
59,9,4426.775,1
259,1,144.35,0
57,2,629.7,0
64,5,1039.99,0
15,2,526.66,0
9,11,3587.57,1
58,14,2477.93,1
185,1,103.25,0
28,16,4426.775,1
23,3,2607.03,1
673,1,349.25,0
4,11,4426.775,1
3,8,3747.1600000000003,1
150,9,1568.3899999999999,0
310,4,893.8100000000001,0
10,4,1302.83,0
17,7,783.69,0
151,3,510.38,0
18,9,1561.37,0
9,4,2227.3,1
56,6,2205.51,1
595,3,808.14,0
84,1,597.4,0
653,3,465.15,0
389,1,56.7,0
6,16,4418.12,1
75,3,1034.29,0
3,16,4426.775,1
509,2,552.82,0
434,2,2353.32,1
95,5,3609.52,1
110,4,738.72,0
56,2,1437.96,0
434,1,897.22,0
0,4,504.83,0
280,3,497.95,0
424,1,150.85,0
2,11,4426.775,1
179,13,2220.86,1
732,1,140.70000000000002,0
487,1,451.01,0
371,1,70.80000000000001,0
12,7,1360.84,0
2,1,141.21,0
431,1,104.66,0
517,1,14.850000000000001,0
16,2,381.23,0
40,1,109.21000000000001,0
5,8,1734.39,0
168,8,1669.46,0
49,5,859.97,0
276,1,227.28,0
18,9,1532.35,0
577,1,130.14,0
371,1,75.0,0
424,16,2843.1,1
14,4,1316.41,0
34,3,558.81,0
21,12,3549.77,1
6,2,622.43,0
19,8,2119.39,0
626,1,197.02,0
10,6,1620.62,0
43,2,384.04,0
389,2,473.09000000000003,0
305,2,840.48,0
10,1,157.71,0
655,1,200.10999999999999,0
274,1,89.1,0
632,1,141.41,0
373,4,836.46,0
0,16,4426.775,1
15,16,4426.775,1
3,11,2717.56,1
71,10,91.8,0
395,2,24.35,0
443,2,566.0,0
414,1,742.9,0
679,1,28.62,0
385,1,295.13,0
393,5,895.91,0
242,5,379.53000000000003,0
402,2,182.02,0
8,7,1115.47,0
245,2,1226.8400000000001,0
205,2,399.87,0
0,9,2866.11,1
184,1,318.78000000000003,0
31,10,1937.78,0
56,6,793.7,0
195,11,4251.75,1
23,11,4426.775,1
378,1,462.75,0
90,5,1942.6,0
3,2,861.16,0
483,1,311.8,0
50,6,1824.95,0
262,1,105.47,0
265,1,325.40000000000003,0
437,4,1877.1,0
453,1,206.89,0
35,2,609.85,0
676,1,106.67999999999999,0
50,1,419.6,0
51,9,4426.775,1
23,10,3511.33,1
21,1,110.46,0
58,1,48.42,0
169,5,1341.27,0
67,7,1734.34,0
156,3,774.35,0
1,16,4426.775,1
200,2,457.72,0
415,15,4204.21,1
4,9,3336.23,1
588,1,54.0,0
66,9,1839.97,0
76,1,109.28,0
0,12,3160.56,1
737,1,233.63,0
7,7,2807.3,1
168,5,773.3000000000001,0
17,6,1406.8700000000001,0
4,2,200.6,0
8,9,2490.28,1
86,2,278.74,0
26,1,86.05,0
28,7,1350.17,0
429,2,450.28,0
19,2,620.74,0
60,7,2531.4,1
23,1,190.35,0
10,16,4426.775,1
444,1,107.13,0
241,7,3156.57,1
279,3,600.1,0
548,2,1057.11,0
234,4,1047.53,0
2,7,3251.9900000000002,1
508,1,161.16,0
15,2,1017.74,0
30,12,4426.775,1
592,1,184.91,0
578,1,388.69,0
381,3,1197.23,0
24,16,4426.775,1
70,6,718.2,0
187,6,1437.93,0
587,1,132.74,0
25,6,1444.55,0
575,8,3750.51,1
413,5,870.58,0
106,3,1110.08,0
7,16,4426.775,1
208,1,112.35,0
43,4,760.33,0
30,5,2035.97,0
136,12,1631.23,0
264,7,918.26,0
616,1,229.61,0
518,3,1495.26,0
3,8,2662.61,1
217,2,161.99,0
1,5,1205.06,0
213,4,691.9,0
31,5,2897.26,1
10,15,4022.2200000000003,1
0,16,4426.775,1
14,1,318.17,0
10,11,1752.31,0
198,1,48.33,0
618,1,367.29,0
435,2,78.3,0
2,5,1487.94,0
14,16,4426.775,1
13,13,1896.99,0
9,11,2141.79,0
28,4,1300.14,0
8,16,4426.775,1
23,4,789.6899999999999,0
24,8,1526.33,0
42,3,510.62,0
732,1,78.85,0
409,1,197.14,0
1,5,1576.18,0
5,3,600.66,0
378,1,114.77,0
146,3,505.32,0
9,11,2056.7,0
589,1,317.0,0
24,4,1132.8,0
654,1,122.3,0
273,3,364.79,0
412,1,183.23000000000002,0
373,3,884.63,0
0,8,1876.56,0
46,3,372.46999999999997,0
7,16,4426.775,1
15,15,4426.775,1
425,4,1002.72,0
3,16,4426.775,1
484,2,351.23,0
3,4,2934.91,1
42,9,1714.05,0
3,16,4426.775,1
196,11,3930.66,1
11,7,1815.14,0
434,1,560.2,0
592,1,50.48,0
15,14,2342.1,1
112,12,2457.06,1
405,4,310.2,0
248,1,289.45,0
28,10,3061.94,1
479,1,256.0,0
735,1,107.67999999999999,0
683,2,126.45,0
43,1,187.59,0
86,2,861.22,0
44,6,1522.13,0
9,16,4426.775,1
14,3,2358.9900000000002,1
74,1,410.5,0
144,7,2450.04,1
4,3,1493.07,0
296,1,89.2,0
58,3,440.57,0
263,2,408.64,0
46,1,209.4,0
28,3,238.6,0
7,11,4426.775,1
473,1,355.61,0
16,2,192.60000000000002,0
2,16,4426.775,1
231,8,3425.64,1
620,2,594.62,0
111,1,134.01,0
592,1,135.3,0
528,1,222.85,0
57,3,1323.69,0
50,15,3028.86,1
403,1,267.87,0
126,2,721.0600000000001,0
280,3,270.05,0
54,2,430.88,0
319,1,143.85000000000002,0
658,1,290.81,0
25,3,408.39,0
9,2,60.81,0
549,1,90.96,0
470,1,110.65,0
6,3,1102.83,0
28,1,190.53,0
16,10,2327.87,1
606,1,301.83000000000004,0
63,1,6.2,0
20,2,625.9,0
2,10,1571.8,0
165,1,124.25,0
0,16,4426.775,1
506,1,289.81,0
52,8,724.31,0
50,2,285.98,0
47,16,4426.775,1
60,1,192.14,0
437,2,15.0,0
161,3,621.0,0
8,1,322.32,0
14,7,1039.18,0
74,2,249.48,0
390,2,502.89,0
39,8,2068.4,0
620,2,666.72,0
40,13,2507.07,1
386,1,165.25,0
598,1,182.55,0
369,4,1018.32,0
580,1,157.56,0
36,2,755.31,0
196,1,34.4,0
199,7,3503.2,1
73,6,1011.96,0
63,4,407.81,0
20,9,1131.43,0
366,7,1201.48,0
484,1,155.70000000000002,0
179,3,299.68,0
9,10,3834.51,1
3,16,4426.775,1
581,2,373.2,0
664,1,0.0,0
196,13,4106.62,1
28,7,1667.3600000000001,0
52,1,196.38,0
679,3,1544.82,0
629,1,7.5,0
498,1,94.8,0
17,7,2028.61,0
528,2,89.1,0
9,3,102.44999999999999,0
89,9,3403.72,1
422,2,769.62,0
417,3,819.76,0
267,2,357.81,0
52,14,4426.775,1
43,4,2493.19,1
436,1,211.79999999999998,0
63,10,4426.775,1
599,1,6.75,0
426,1,342.45,0
148,3,1261.7,0
404,1,268.11,0
21,16,4426.775,1
311,7,1650.76,0
22,3,784.1700000000001,0
57,16,4426.775,1
23,5,1035.0,0
77,11,3888.55,1
118,7,4426.775,1
35,3,1141.1,0
59,7,3505.061,1
505,1,180.75,0
12,5,1513.64,0
18,1,157.26999999999998,0
51,10,1332.55,0
25,2,810.15,0
28,1,266.76,0
6,4,104.1,0
10,16,4426.775,1
185,16,2588.71,1
2,12,4057.21,1
8,6,2726.76,1
261,6,1724.1000000000001,0
2,9,1231.32,0
483,3,802.11,0
209,2,796.1800000000001,0
534,1,91.5,0
107,3,2182.42,0
520,2,251.8,0
417,2,426.65,0
12,16,3716.68,1
684,1,182.06,0
76,3,675.69,0
19,1,236.59,0
26,14,2658.16,1
18,6,749.62,0
668,1,120.6,0
131,3,1113.6,0
252,1,355.0,0
78,1,261.09,0
206,1,369.2,0
335,1,135.9,0
253,3,806.12,0
147,4,1074.72,0
690,1,197.45000000000002,0
9,3,1743.76,0
84,3,1436.1100000000001,0
7,16,4426.775,1
204,8,2047.77,0
7,8,2879.41,1
22,14,3070.33,1
394,1,1248.94,0
521,1,7.829999999999999,0
10,12,2124.89,0
25,3,1008.07,0
20,5,2681.78,1
1,4,1373.48,0
157,8,1857.29,0
444,1,7.5,0
2,16,4426.775,1
73,2,348.15,0
436,3,1345.43,0
2,4,419.65,0
0,16,4426.775,1
16,6,1275.95,0
35,8,3810.89,1
90,11,1764.25,0
70,8,2466.52,1
596,2,822.8,0
115,9,4426.775,1
538,1,359.35,0
212,3,1545.98,0
29,2,1300.86,0
393,2,806.44,0
50,1,719.45,0
245,3,712.4,0
381,2,159.3,0
396,1,308.2,0
627,1,223.91000000000003,0
31,2,811.37,0
108,6,4426.775,1
4,5,873.38,0
365,2,814.71,0
443,4,318.6,0
81,5,3120.7400000000002,1
296,2,1188.0,0
33,12,4426.775,1
56,3,1418.33,0
561,2,1771.6,0
417,2,525.64,0
578,1,169.35,0
